user_id,username,is_anomaly,anomaly_type,severity,explanation
USR00245,nicholas.hoffmann,True,STALE_PRIVILEGED_ACCOUNT,HIGH,power-user account inactive 48 days exceeds 30d threshold. Privileged access unmonitored — verify employment status immediately.
USR00246,isha.ramirez,True,STALE_PRIVILEGED_ACCOUNT,HIGH,admin account inactive 35 days exceeds 20d threshold. Privileged access unmonitored — verify employment status immediately.
USR00247,joshua.bernard,True,SOD_VIOLATION,HIGH,Holds conflicting system access pair — violates separation of duties.
USR00248,vikram.smith,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00249,james.muller,True,OVER_PRIVILEGED,HIGH,Standard user holds critical system access. Exceeds least-privilege principle for Compliance role.
USR00250,akshay.rao,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00251,jonathan.robinson,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00252,nadia.singh,True,STALE_PRIVILEGED_ACCOUNT,HIGH,power-user account inactive 46 days exceeds 30d threshold. Privileged access unmonitored — verify employment status immediately.
USR00253,christopher.anderson,True,STALE_PRIVILEGED_ACCOUNT,HIGH,power-user account inactive 53 days exceeds 30d threshold. Privileged access unmonitored — verify employment status immediately.
USR00254,james.kumar,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00255,jason.lim,True,STALE_PRIVILEGED_ACCOUNT,HIGH,admin account inactive 40 days exceeds 20d threshold. Privileged access unmonitored — verify employment status immediately.
USR00256,timothy.fischer,True,STALE_PRIVILEGED_ACCOUNT,HIGH,admin account inactive 46 days exceeds 20d threshold. Privileged access unmonitored — verify employment status immediately.
USR00257,ryan.verma,True,STALE_PRIVILEGED_ACCOUNT,HIGH,power-user account inactive 53 days exceeds 30d threshold. Privileged access unmonitored — verify employment status immediately.
USR00258,meera.reddy,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00259,anthony.verma,True,OVER_PRIVILEGED,HIGH,Standard user holds critical system access. Exceeds least-privilege principle for Marketing role.
USR00260,sofia.lewis,True,OVER_PRIVILEGED,HIGH,Standard user holds critical system access. Exceeds least-privilege principle for Support role.
USR00261,nikhil.thomas,True,SOD_VIOLATION,HIGH,Holds conflicting system access pair — violates separation of duties.
USR00262,aditya.mishra,True,SOD_VIOLATION,HIGH,Holds conflicting system access pair — violates separation of duties.
USR00263,paul.ramirez,True,OVER_PRIVILEGED,HIGH,Standard user holds critical system access. Exceeds least-privilege principle for Marketing role.
USR00264,elena.johnson,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00265,jacob.lee,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00266,robert.thomas,True,OVER_PRIVILEGED,HIGH,Standard user holds critical system access. Exceeds least-privilege principle for Operations role.
USR00267,jeffrey.ramirez,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00268,mark.sun,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00269,priya.lim,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00270,robert.ramirez,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00271,donald.reddy,True,STALE_PRIVILEGED_ACCOUNT,HIGH,power-user account inactive 46 days exceeds 30d threshold. Privileged access unmonitored — verify employment status immediately.
USR00272,ryan.davis,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00273,rohan.bianchi,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00274,joseph.reilly,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00275,meera.martinez,True,STALE_PRIVILEGED_ACCOUNT,HIGH,power-user account inactive 33 days exceeds 30d threshold. Privileged access unmonitored — verify employment status immediately.
USR00276,william.perez,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00277,nicholas.schulz,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00278,sofia.martin,True,OVER_PRIVILEGED,HIGH,Standard user holds critical system access. Exceeds least-privilege principle for Engineering role.
USR00279,nadia.reilly,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00280,aditya.yang,True,OVER_PRIVILEGED,HIGH,Standard user holds critical system access. Exceeds least-privilege principle for Engineering role.
USR00281,nikhil.verma,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00282,raja.romano,True,NO_MFA_PRIVILEGED,HIGH,power-user account lacks MFA. Admin operations unprotected by second factor.
USR00283,thomas.meyer,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00284,william.patel,True,NO_MFA_PRIVILEGED,HIGH,power-user account lacks MFA. Admin operations unprotected by second factor.
USR00285,deepika.murphy,True,NO_MFA_PRIVILEGED,HIGH,power-user account lacks MFA. Admin operations unprotected by second factor.
USR00286,ronald.lee,True,STALE_PRIVILEGED_ACCOUNT,HIGH,power-user account inactive 51 days exceeds 30d threshold. Privileged access unmonitored — verify employment status immediately.
USR00287,nisha.ferrari,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00288,arjun.dubois,True,STALE_PRIVILEGED_ACCOUNT,HIGH,admin account inactive 24 days exceeds 20d threshold. Privileged access unmonitored — verify employment status immediately.
USR00289,rajesh.jang,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00290,thomas.sharma,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00291,daniel.romano,True,STALE_PRIVILEGED_ACCOUNT,HIGH,power-user account inactive 48 days exceeds 30d threshold. Privileged access unmonitored — verify employment status immediately.
USR00292,edward.esposito,True,SOD_VIOLATION,HIGH,Holds conflicting system access pair — violates separation of duties.
USR00293,gary.kang,True,OVER_PRIVILEGED,HIGH,Standard user holds critical system access. Exceeds least-privilege principle for Operations role.
USR00294,kenneth.colombo,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00295,james.sun,True,STALE_SERVICE_ACCOUNT,HIGH,Service account inactive 53 days. Possible orphaned automation.
USR00296,joseph.taylor,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00297,sofia.schmidt,True,NO_MFA_PRIVILEGED,HIGH,power-user account lacks MFA. Admin operations unprotected by second factor.
USR00298,joseph.miller,False,NONE,NONE,No anomaly detected — account within normal parameters
USR00299,leila.lee,False,NONE,NONE,No anomaly detected — account within normal parameters
